name,timestamp,day,hour,lat,lng,capacity_est,popularity,visitors
Bagbazar Sarbojanin,2025-09-28 02:00:00,Shashthi,2,22.6046989,88.3661347,14209,iconic,23239
Bagbazar Sarbojanin,2025-09-28 03:00:00,Shashthi,3,22.6046989,88.3661347,14209,iconic,3315
Bagbazar Sarbojanin,2025-09-28 04:00:00,Shashthi,4,22.6046989,88.3661347,14209,iconic,1129
Bagbazar Sarbojanin,2025-09-28 05:00:00,Shashthi,5,22.6046989,88.3661347,14209,iconic,3221
Bagbazar Sarbojanin,2025-09-28 06:00:00,Shashthi,6,22.6046989,88.3661347,14209,iconic,7914
Bagbazar Sarbojanin,2025-09-28 07:00:00,Shashthi,7,22.6046989,88.3661347,14209,iconic,5270
Bagbazar Sarbojanin,2025-09-28 08:00:00,Shashthi,8,22.6046989,88.3661347,14209,iconic,6660
Bagbazar Sarbojanin,2025-09-28 09:00:00,Shashthi,9,22.6046989,88.3661347,14209,iconic,8095
Bagbazar Sarbojanin,2025-09-28 10:00:00,Shashthi,10,22.6046989,88.3661347,14209,iconic,9449
Bagbazar Sarbojanin,2025-09-28 11:00:00,Shashthi,11,22.6046989,88.3661347,14209,iconic,8484
Bagbazar Sarbojanin,2025-09-28 12:00:00,Shashthi,12,22.6046989,88.3661347,14209,iconic,7451
Bagbazar Sarbojanin,2025-09-28 13:00:00,Shashthi,13,22.6046989,88.3661347,14209,iconic,12831
Bagbazar Sarbojanin,2025-09-28 14:00:00,Shashthi,14,22.6046989,88.3661347,14209,iconic,9959
Bagbazar Sarbojanin,2025-09-28 15:00:00,Shashthi,15,22.6046989,88.3661347,14209,iconic,11532
Bagbazar Sarbojanin,2025-09-28 16:00:00,Shashthi,16,22.6046989,88.3661347,14209,iconic,10809
Bagbazar Sarbojanin,2025-09-28 17:00:00,Shashthi,17,22.6046989,88.3661347,14209,iconic,19723
Bagbazar Sarbojanin,2025-09-28 18:00:00,Shashthi,18,22.6046989,88.3661347,14209,iconic,21225
Bagbazar Sarbojanin,2025-09-28 19:00:00,Shashthi,19,22.6046989,88.3661347,14209,iconic,21183
Bagbazar Sarbojanin,2025-09-28 20:00:00,Shashthi,20,22.6046989,88.3661347,14209,iconic,21861
Bagbazar Sarbojanin,2025-09-28 21:00:00,Shashthi,21,22.6046989,88.3661347,14209,iconic,22959
Bagbazar Sarbojanin,2025-09-28 22:00:00,Shashthi,22,22.6046989,88.3661347,14209,iconic,30451
Bagbazar Sarbojanin,2025-09-28 23:00:00,Shashthi,23,22.6046989,88.3661347,14209,iconic,39824
Baghbazar Haldarpukur,2025-09-28 00:00:00,Shashthi,0,22.598993,88.367247,9209,local,5853
Baghbazar Haldarpukur,2025-09-28 01:00:00,Shashthi,1,22.598993,88.367247,9209,local,7192
Baghbazar Haldarpukur,2025-09-28 02:00:00,Shashthi,2,22.598993,88.367247,9209,local,7212
Baghbazar Haldarpukur,2025-09-28 03:00:00,Shashthi,3,22.598993,88.367247,9209,local,1020
Baghbazar Haldarpukur,2025-09-28 04:00:00,Shashthi,4,22.598993,88.367247,9209,local,1104
Baghbazar Haldarpukur,2025-09-28 05:00:00,Shashthi,5,22.598993,88.367247,9209,local,578
Baghbazar Haldarpukur,2025-09-28 06:00:00,Shashthi,6,22.598993,88.367247,9209,local,1971
Baghbazar Haldarpukur,2025-09-28 07:00:00,Shashthi,7,22.598993,88.367247,9209,local,1754
Baghbazar Haldarpukur,2025-09-28 08:00:00,Shashthi,8,22.598993,88.367247,9209,local,1594
Baghbazar Haldarpukur,2025-09-28 09:00:00,Shashthi,9,22.598993,88.367247,9209,local,2426
Baghbazar Haldarpukur,2025-09-28 10:00:00,Shashthi,10,22.598993,88.367247,9209,local,1893
Baghbazar Haldarpukur,2025-09-28 11:00:00,Shashthi,11,22.598993,88.367247,9209,local,1554
Baghbazar Haldarpukur,2025-09-28 12:00:00,Shashthi,12,22.598993,88.367247,9209,local,2837
Baghbazar Haldarpukur,2025-09-28 13:00:00,Shashthi,13,22.598993,88.367247,9209,local,3902
Baghbazar Haldarpukur,2025-09-28 14:00:00,Shashthi,14,22.598993,88.367247,9209,local,3724
Baghbazar Haldarpukur,2025-09-28 15:00:00,Shashthi,15,22.598993,88.367247,9209,local,3572
Baghbazar Haldarpukur,2025-09-28 16:00:00,Shashthi,16,22.598993,88.367247,9209,local,1631
Baghbazar Haldarpukur,2025-09-28 17:00:00,Shashthi,17,22.598993,88.367247,9209,local,5044
Baghbazar Haldarpukur,2025-09-28 18:00:00,Shashthi,18,22.598993,88.367247,9209,local,5228
Baghbazar Haldarpukur,2025-09-28 19:00:00,Shashthi,19,22.598993,88.367247,9209,local,5216
Baghbazar Haldarpukur,2025-09-28 20:00:00,Shashthi,20,22.598993,88.367247,9209,local,5812
Baghbazar Haldarpukur,2025-09-28 21:00:00,Shashthi,21,22.598993,88.367247,9209,local,5396
Baghbazar Haldarpukur,2025-09-28 22:00:00,Shashthi,22,22.598993,88.367247,9209,local,8038
Baghbazar Haldarpukur,2025-09-28 23:00:00,Shashthi,23,22.598993,88.367247,9209,local,5975
Baguiati Milan Sangha,2025-09-28 00:00:00,Shashthi,0,22.610855,88.415538,14397,iconic,33716
Baguiati Milan Sangha,2025-09-28 01:00:00,Shashthi,1,22.610855,88.415538,14397,iconic,28735
Baguiati Milan Sangha,2025-09-28 02:00:00,Shashthi,2,22.610855,88.415538,14397,iconic,34654
Baguiati Milan Sangha,2025-09-28 03:00:00,Shashthi,3,22.610855,88.415538,14397,iconic,1926
Baguiati Milan Sangha,2025-09-28 04:00:00,Shashthi,4,22.610855,88.415538,14397,iconic,1488
Baguiati Milan Sangha,2025-09-28 05:00:00,Shashthi,5,22.610855,88.415538,14397,iconic,2513
Baguiati Milan Sangha,2025-09-28 06:00:00,Shashthi,6,22.610855,88.415538,14397,iconic,5620
Baguiati Milan Sangha,2025-09-28 07:00:00,Shashthi,7,22.610855,88.415538,14397,iconic,7761
Baguiati Milan Sangha,2025-09-28 08:00:00,Shashthi,8,22.610855,88.415538,14397,iconic,11598
Baguiati Milan Sangha,2025-09-28 09:00:00,Shashthi,9,22.610855,88.415538,14397,iconic,8914
Baguiati Milan Sangha,2025-09-28 10:00:00,Shashthi,10,22.610855,88.415538,14397,iconic,9554
Baguiati Milan Sangha,2025-09-28 11:00:00,Shashthi,11,22.610855,88.415538,14397,iconic,8348
Baguiati Milan Sangha,2025-09-28 12:00:00,Shashthi,12,22.610855,88.415538,14397,iconic,17252
Baguiati Milan Sangha,2025-09-28 13:00:00,Shashthi,13,22.610855,88.415538,14397,iconic,11488
Baguiati Milan Sangha,2025-09-28 14:00:00,Shashthi,14,22.610855,88.415538,14397,iconic,10645
Baguiati Milan Sangha,2025-09-28 15:00:00,Shashthi,15,22.610855,88.415538,14397,iconic,7975
Baguiati Milan Sangha,2025-09-28 16:00:00,Shashthi,16,22.610855,88.415538,14397,iconic,13681
Baguiati Milan Sangha,2025-09-28 17:00:00,Shashthi,17,22.610855,88.415538,14397,iconic,20843
Baguiati Milan Sangha,2025-09-28 18:00:00,Shashthi,18,22.610855,88.415538,14397,iconic,20887
Baguiati Milan Sangha,2025-09-28 19:00:00,Shashthi,19,22.610855,88.415538,14397,iconic,23845
Baguiati Milan Sangha,2025-09-28 20:00:00,Shashthi,20,22.610855,88.415538,14397,iconic,23795
Baguiati Milan Sangha,2025-09-28 21:00:00,Shashthi,21,22.610855,88.415538,14397,iconic,27285
Baguiati Milan Sangha,2025-09-28 22:00:00,Shashthi,22,22.610855,88.415538,14397,iconic,36148
Baguiati Milan Sangha,2025-09-28 23:00:00,Shashthi,23,22.610855,88.415538,14397,iconic,31096
Ballygunge Cultural,2025-09-28 00:00:00,Shashthi,0,22.5158837,88.3558166,10060,major,14197
Ballygunge Cultural,2025-09-28 01:00:00,Shashthi,1,22.5158837,88.3558166,10060,major,13981
Ballygunge Cultural,2025-09-28 02:00:00,Shashthi,2,22.5158837,88.3558166,10060,major,12613
Ballygunge Cultural,2025-09-28 03:00:00,Shashthi,3,22.5158837,88.3558166,10060,major,1533
Ballygunge Cultural,2025-09-28 04:00:00,Shashthi,4,22.5158837,88.3558166,10060,major,1381
Ballygunge Cultural,2025-09-28 05:00:00,Shashthi,5,22.5158837,88.3558166,10060,major,1465
Ballygunge Cultural,2025-09-28 06:00:00,Shashthi,6,22.5158837,88.3558166,10060,major,3847
Ballygunge Cultural,2025-09-28 07:00:00,Shashthi,7,22.5158837,88.3558166,10060,major,4403
Ballygunge Cultural,2025-09-28 08:00:00,Shashthi,8,22.5158837,88.3558166,10060,major,3587
Ballygunge Cultural,2025-09-28 09:00:00,Shashthi,9,22.5158837,88.3558166,10060,major,3853
Ballygunge Cultural,2025-09-28 10:00:00,Shashthi,10,22.5158837,88.3558166,10060,major,3830
Ballygunge Cultural,2025-09-28 11:00:00,Shashthi,11,22.5158837,88.3558166,10060,major,2374
Ballygunge Cultural,2025-09-28 12:00:00,Shashthi,12,22.5158837,88.3558166,10060,major,7688
Ballygunge Cultural,2025-09-28 13:00:00,Shashthi,13,22.5158837,88.3558166,10060,major,7273
Ballygunge Cultural,2025-09-28 14:00:00,Shashthi,14,22.5158837,88.3558166,10060,major,7555
Ballygunge Cultural,2025-09-28 15:00:00,Shashthi,15,22.5158837,88.3558166,10060,major,4324
Ballygunge Cultural,2025-09-28 16:00:00,Shashthi,16,22.5158837,88.3558166,10060,major,5774
Ballygunge Cultural,2025-09-28 17:00:00,Shashthi,17,22.5158837,88.3558166,10060,major,10200
Ballygunge Cultural,2025-09-28 18:00:00,Shashthi,18,22.5158837,88.3558166,10060,major,13945
Ballygunge Cultural,2025-09-28 19:00:00,Shashthi,19,22.5158837,88.3558166,10060,major,6762
Ballygunge Cultural,2025-09-28 20:00:00,Shashthi,20,22.5158837,88.3558166,10060,major,9332
Ballygunge Cultural,2025-09-28 21:00:00,Shashthi,21,22.5158837,88.3558166,10060,major,10544
Ballygunge Cultural,2025-09-28 22:00:00,Shashthi,22,22.5158837,88.3558166,10060,major,13453
Ballygunge Cultural,2025-09-28 23:00:00,Shashthi,23,22.5158837,88.3558166,10060,major,10753
Barisha Shakti Sangha,2025-09-28 00:00:00,Shashthi,0,22.539371,88.3148,3057,iconic,4643
Barisha Shakti Sangha,2025-09-28 01:00:00,Shashthi,1,22.539371,88.3148,3057,iconic,5976
Barisha Shakti Sangha,2025-09-28 02:00:00,Shashthi,2,22.539371,88.3148,3057,iconic,9627
Barisha Shakti Sangha,2025-09-28 03:00:00,Shashthi,3,22.539371,88.3148,3057,iconic,708
Barisha Shakti Sangha,2025-09-28 04:00:00,Shashthi,4,22.539371,88.3148,3057,iconic,818
Barisha Shakti Sangha,2025-09-28 05:00:00,Shashthi,5,22.539371,88.3148,3057,iconic,770
Barisha Shakti Sangha,2025-09-28 06:00:00,Shashthi,6,22.539371,88.3148,3057,iconic,2091
Barisha Shakti Sangha,2025-09-28 07:00:00,Shashthi,7,22.539371,88.3148,3057,iconic,1425
Barisha Shakti Sangha,2025-09-28 08:00:00,Shashthi,8,22.539371,88.3148,3057,iconic,2648
Barisha Shakti Sangha,2025-09-28 09:00:00,Shashthi,9,22.539371,88.3148,3057,iconic,1476
Barisha Shakti Sangha,2025-09-28 10:00:00,Shashthi,10,22.539371,88.3148,3057,iconic,1413
Barisha Shakti Sangha,2025-09-28 11:00:00,Shashthi,11,22.539371,88.3148,3057,iconic,1344
Barisha Shakti Sangha,2025-09-28 12:00:00,Shashthi,12,22.539371,88.3148,3057,iconic,2566
Barisha Shakti Sangha,2025-09-28 13:00:00,Shashthi,13,22.539371,88.3148,3057,iconic,3559
Barisha Shakti Sangha,2025-09-28 14:00:00,Shashthi,14,22.539371,88.3148,3057,iconic,3089
Barisha Shakti Sangha,2025-09-28 15:00:00,Shashthi,15,22.539371,88.3148,3057,iconic,2497
Barisha Shakti Sangha,2025-09-28 16:00:00,Shashthi,16,22.539371,88.3148,3057,iconic,2405
Barisha Shakti Sangha,2025-09-28 17:00:00,Shashthi,17,22.539371,88.3148,3057,iconic,7711
Barisha Shakti Sangha,2025-09-28 18:00:00,Shashthi,18,22.539371,88.3148,3057,iconic,6542
Barisha Shakti Sangha,2025-09-28 19:00:00,Shashthi,19,22.539371,88.3148,3057,iconic,5617
Barisha Shakti Sangha,2025-09-28 20:00:00,Shashthi,20,22.539371,88.3148,3057,iconic,8251
Barisha Shakti Sangha,2025-09-28 21:00:00,Shashthi,21,22.539371,88.3148,3057,iconic,6050
Barisha Shakti Sangha,2025-09-28 22:00:00,Shashthi,22,22.539371,88.3148,3057,iconic,8480
Barisha Shakti Sangha,2025-09-28 23:00:00,Shashthi,23,22.539371,88.3148,3057,iconic,5158
Behala Barisha Club,2025-09-28 00:00:00,Shashthi,0,22.538882,88.366548,14618,iconic,23982
Behala Barisha Club,2025-09-28 01:00:00,Shashthi,1,22.538882,88.366548,14618,iconic,32122
Behala Barisha Club,2025-09-28 02:00:00,Shashthi,2,22.538882,88.366548,14618,iconic,39203
Behala Barisha Club,2025-09-28 03:00:00,Shashthi,3,22.538882,88.366548,14618,iconic,2384
Behala Barisha Club,2025-09-28 04:00:00,Shashthi,4,22.538882,88.366548,14618,iconic,2978
Behala Barisha Club,2025-09-28 05:00:00,Shashthi,5,22.538882,88.366548,14618,iconic,4831
Behala Barisha Club,2025-09-28 06:00:00,Shashthi,6,22.538882,88.366548,14618,iconic,6636
Behala Barisha Club,2025-09-28 07:00:00,Shashthi,7,22.538882,88.366548,14618,iconic,9728
Behala Barisha Club,2025-09-28 08:00:00,Shashthi,8,22.538882,88.366548,14618,iconic,7557
Behala Barisha Club,2025-09-28 09:00:00,Shashthi,9,22.538882,88.366548,14618,iconic,7831
Behala Barisha Club,2025-09-28 10:00:00,Shashthi,10,22.538882,88.366548,14618,iconic,8306
Behala Barisha Club,2025-09-28 11:00:00,Shashthi,11,22.538882,88.366548,14618,iconic,7074
Behala Barisha Club,2025-09-28 12:00:00,Shashthi,12,22.538882,88.366548,14618,iconic,13614
Behala Barisha Club,2025-09-28 13:00:00,Shashthi,13,22.538882,88.366548,14618,iconic,9650
Behala Barisha Club,2025-09-28 14:00:00,Shashthi,14,22.538882,88.366548,14618,iconic,15576
Behala Barisha Club,2025-09-28 15:00:00,Shashthi,15,22.538882,88.366548,14618,iconic,10732
Behala Barisha Club,2025-09-28 16:00:00,Shashthi,16,22.538882,88.366548,14618,iconic,12422
Behala Barisha Club,2025-09-28 17:00:00,Shashthi,17,22.538882,88.366548,14618,iconic,18871
Behala Barisha Club,2025-09-28 18:00:00,Shashthi,18,22.538882,88.366548,14618,iconic,36900
Behala Barisha Club,2025-09-28 19:00:00,Shashthi,19,22.538882,88.366548,14618,iconic,30346
Behala Barisha Club,2025-09-28 20:00:00,Shashthi,20,22.538882,88.366548,14618,iconic,24374
Behala Barisha Club,2025-09-28 21:00:00,Shashthi,21,22.538882,88.366548,14618,iconic,28734
Behala Barisha Club,2025-09-28 22:00:00,Shashthi,22,22.538882,88.366548,14618,iconic,29765
Behala Barisha Club,2025-09-28 23:00:00,Shashthi,23,22.538882,88.366548,14618,iconic,31534
Behala Natun Dal,2025-09-28 00:00:00,Shashthi,0,22.4962874,88.3176519,14958,major,21958
Behala Natun Dal,2025-09-28 01:00:00,Shashthi,1,22.4962874,88.3176519,14958,major,17807
Behala Natun Dal,2025-09-28 02:00:00,Shashthi,2,22.4962874,88.3176519,14958,major,14700
Behala Natun Dal,2025-09-28 03:00:00,Shashthi,3,22.4962874,88.3176519,14958,major,2162
Behala Natun Dal,2025-09-28 04:00:00,Shashthi,4,22.4962874,88.3176519,14958,major,2533
Behala Natun Dal,2025-09-28 05:00:00,Shashthi,5,22.4962874,88.3176519,14958,major,2717
Behala Natun Dal,2025-09-28 06:00:00,Shashthi,6,22.4962874,88.3176519,14958,major,8567
Behala Natun Dal,2025-09-28 07:00:00,Shashthi,7,22.4962874,88.3176519,14958,major,8254
Behala Natun Dal,2025-09-28 08:00:00,Shashthi,8,22.4962874,88.3176519,14958,major,5759
Behala Natun Dal,2025-09-28 09:00:00,Shashthi,9,22.4962874,88.3176519,14958,major,5788
Behala Natun Dal,2025-09-28 10:00:00,Shashthi,10,22.4962874,88.3176519,14958,major,3924
Behala Natun Dal,2025-09-28 11:00:00,Shashthi,11,22.4962874,88.3176519,14958,major,6667
Behala Natun Dal,2025-09-28 12:00:00,Shashthi,12,22.4962874,88.3176519,14958,major,8949
Behala Natun Dal,2025-09-28 13:00:00,Shashthi,13,22.4962874,88.3176519,14958,major,9283
Behala Natun Dal,2025-09-28 14:00:00,Shashthi,14,22.4962874,88.3176519,14958,major,9758
Behala Natun Dal,2025-09-28 15:00:00,Shashthi,15,22.4962874,88.3176519,14958,major,10728
Behala Natun Dal,2025-09-28 16:00:00,Shashthi,16,22.4962874,88.3176519,14958,major,6931
Behala Natun Dal,2025-09-28 17:00:00,Shashthi,17,22.4962874,88.3176519,14958,major,15317
Behala Natun Dal,2025-09-28 18:00:00,Shashthi,18,22.4962874,88.3176519,14958,major,14005
Behala Natun Dal,2025-09-28 19:00:00,Shashthi,19,22.4962874,88.3176519,14958,major,23205
Behala Natun Dal,2025-09-28 20:00:00,Shashthi,20,22.4962874,88.3176519,14958,major,16054
Behala Natun Dal,2025-09-28 21:00:00,Shashthi,21,22.4962874,88.3176519,14958,major,14794
Behala Natun Dal,2025-09-28 22:00:00,Shashthi,22,22.4962874,88.3176519,14958,major,26377
Behala Natun Dal,2025-09-28 23:00:00,Shashthi,23,22.4962874,88.3176519,14958,major,21985
Behala Udayan Sangha,2025-09-28 00:00:00,Shashthi,0,22.510268,88.373748,3477,major,5228
Behala Udayan Sangha,2025-09-28 01:00:00,Shashthi,1,22.510268,88.373748,3477,major,4729
Behala Udayan Sangha,2025-09-28 02:00:00,Shashthi,2,22.510268,88.373748,3477,major,4975
Behala Udayan Sangha,2025-09-28 03:00:00,Shashthi,3,22.510268,88.373748,3477,major,402
Behala Udayan Sangha,2025-09-28 04:00:00,Shashthi,4,22.510268,88.373748,3477,major,568
Behala Udayan Sangha,2025-09-28 05:00:00,Shashthi,5,22.510268,88.373748,3477,major,543
Behala Udayan Sangha,2025-09-28 06:00:00,Shashthi,6,22.510268,88.373748,3477,major,1664
Behala Udayan Sangha,2025-09-28 07:00:00,Shashthi,7,22.510268,88.373748,3477,major,1538
Behala Udayan Sangha,2025-09-28 08:00:00,Shashthi,8,22.510268,88.373748,3477,major,1268
Behala Udayan Sangha,2025-09-28 09:00:00,Shashthi,9,22.510268,88.373748,3477,major,829
Behala Udayan Sangha,2025-09-28 10:00:00,Shashthi,10,22.510268,88.373748,3477,major,1574
Behala Udayan Sangha,2025-09-28 11:00:00,Shashthi,11,22.510268,88.373748,3477,major,1467
Behala Udayan Sangha,2025-09-28 12:00:00,Shashthi,12,22.510268,88.373748,3477,major,2248
Behala Udayan Sangha,2025-09-28 13:00:00,Shashthi,13,22.510268,88.373748,3477,major,2060
Behala Udayan Sangha,2025-09-28 14:00:00,Shashthi,14,22.510268,88.373748,3477,major,1989
Behala Udayan Sangha,2025-09-28 15:00:00,Shashthi,15,22.510268,88.373748,3477,major,2297
Behala Udayan Sangha,2025-09-28 16:00:00,Shashthi,16,22.510268,88.373748,3477,major,1922
Behala Udayan Sangha,2025-09-28 17:00:00,Shashthi,17,22.510268,88.373748,3477,major,4347
Behala Udayan Sangha,2025-09-28 18:00:00,Shashthi,18,22.510268,88.373748,3477,major,4902
Behala Udayan Sangha,2025-09-28 19:00:00,Shashthi,19,22.510268,88.373748,3477,major,4542
Behala Udayan Sangha,2025-09-28 20:00:00,Shashthi,20,22.510268,88.373748,3477,major,3114
Behala Udayan Sangha,2025-09-28 21:00:00,Shashthi,21,22.510268,88.373748,3477,major,4073
Behala Udayan Sangha,2025-09-28 22:00:00,Shashthi,22,22.510268,88.373748,3477,major,4337
Behala Udayan Sangha,2025-09-28 23:00:00,Shashthi,23,22.510268,88.373748,3477,major,3372
Beniatola Sarbojanin,2025-09-28 00:00:00,Shashthi,0,22.561592,88.349942,6788,major,9036
Beniatola Sarbojanin,2025-09-28 01:00:00,Shashthi,1,22.561592,88.349942,6788,major,13937
Beniatola Sarbojanin,2025-09-28 02:00:00,Shashthi,2,22.561592,88.349942,6788,major,6990
Beniatola Sarbojanin,2025-09-28 03:00:00,Shashthi,3,22.561592,88.349942,6788,major,1239
Beniatola Sarbojanin,2025-09-28 04:00:00,Shashthi,4,22.561592,88.349942,6788,major,768
Beniatola Sarbojanin,2025-09-28 05:00:00,Shashthi,5,22.561592,88.349942,6788,major,513
Beniatola Sarbojanin,2025-09-28 06:00:00,Shashthi,6,22.561592,88.349942,6788,major,3013
Beniatola Sarbojanin,2025-09-28 07:00:00,Shashthi,7,22.561592,88.349942,6788,major,3556
Beniatola Sarbojanin,2025-09-28 08:00:00,Shashthi,8,22.561592,88.349942,6788,major,1985
Beniatola Sarbojanin,2025-09-28 09:00:00,Shashthi,9,22.561592,88.349942,6788,major,1873
Beniatola Sarbojanin,2025-09-28 10:00:00,Shashthi,10,22.561592,88.349942,6788,major,3419
Beniatola Sarbojanin,2025-09-28 11:00:00,Shashthi,11,22.561592,88.349942,6788,major,2174
Beniatola Sarbojanin,2025-09-28 12:00:00,Shashthi,12,22.561592,88.349942,6788,major,3883
Beniatola Sarbojanin,2025-09-28 13:00:00,Shashthi,13,22.561592,88.349942,6788,major,4360
Beniatola Sarbojanin,2025-09-28 14:00:00,Shashthi,14,22.561592,88.349942,6788,major,5223
Beniatola Sarbojanin,2025-09-28 15:00:00,Shashthi,15,22.561592,88.349942,6788,major,3992
Beniatola Sarbojanin,2025-09-28 16:00:00,Shashthi,16,22.561592,88.349942,6788,major,3838
Beniatola Sarbojanin,2025-09-28 17:00:00,Shashthi,17,22.561592,88.349942,6788,major,7906
Beniatola Sarbojanin,2025-09-28 18:00:00,Shashthi,18,22.561592,88.349942,6788,major,7927
Beniatola Sarbojanin,2025-09-28 19:00:00,Shashthi,19,22.561592,88.349942,6788,major,9859
Beniatola Sarbojanin,2025-09-28 20:00:00,Shashthi,20,22.561592,88.349942,6788,major,10021
Beniatola Sarbojanin,2025-09-28 21:00:00,Shashthi,21,22.561592,88.349942,6788,major,4771
Beniatola Sarbojanin,2025-09-28 22:00:00,Shashthi,22,22.561592,88.349942,6788,major,7552
Beniatola Sarbojanin,2025-09-28 23:00:00,Shashthi,23,22.561592,88.349942,6788,major,7241
Bosepukur Sitala Mandir,2025-09-28 00:00:00,Shashthi,0,22.5191703,88.3847542,8280,major,12063
Bosepukur Sitala Mandir,2025-09-28 01:00:00,Shashthi,1,22.5191703,88.3847542,8280,major,10167
Bosepukur Sitala Mandir,2025-09-28 02:00:00,Shashthi,2,22.5191703,88.3847542,8280,major,12826
Bosepukur Sitala Mandir,2025-09-28 03:00:00,Shashthi,3,22.5191703,88.3847542,8280,major,1711
Bosepukur Sitala Mandir,2025-09-28 04:00:00,Shashthi,4,22.5191703,88.3847542,8280,major,799
Bosepukur Sitala Mandir,2025-09-28 05:00:00,Shashthi,5,22.5191703,88.3847542,8280,major,998
Bosepukur Sitala Mandir,2025-09-28 06:00:00,Shashthi,6,22.5191703,88.3847542,8280,major,2751
Bosepukur Sitala Mandir,2025-09-28 07:00:00,Shashthi,7,22.5191703,88.3847542,8280,major,3251
Bosepukur Sitala Mandir,2025-09-28 08:00:00,Shashthi,8,22.5191703,88.3847542,8280,major,4014
Bosepukur Sitala Mandir,2025-09-28 09:00:00,Shashthi,9,22.5191703,88.3847542,8280,major,3634
Bosepukur Sitala Mandir,2025-09-28 10:00:00,Shashthi,10,22.5191703,88.3847542,8280,major,3485
Bosepukur Sitala Mandir,2025-09-28 11:00:00,Shashthi,11,22.5191703,88.3847542,8280,major,3809
Bosepukur Sitala Mandir,2025-09-28 12:00:00,Shashthi,12,22.5191703,88.3847542,8280,major,5949
Bosepukur Sitala Mandir,2025-09-28 13:00:00,Shashthi,13,22.5191703,88.3847542,8280,major,4280
Bosepukur Sitala Mandir,2025-09-28 14:00:00,Shashthi,14,22.5191703,88.3847542,8280,major,5331
Bosepukur Sitala Mandir,2025-09-28 15:00:00,Shashthi,15,22.5191703,88.3847542,8280,major,6452
Bosepukur Sitala Mandir,2025-09-28 16:00:00,Shashthi,16,22.5191703,88.3847542,8280,major,5200
Bosepukur Sitala Mandir,2025-09-28 17:00:00,Shashthi,17,22.5191703,88.3847542,8280,major,9578
Bosepukur Sitala Mandir,2025-09-28 18:00:00,Shashthi,18,22.5191703,88.3847542,8280,major,13331
Bosepukur Sitala Mandir,2025-09-28 19:00:00,Shashthi,19,22.5191703,88.3847542,8280,major,12134
Bosepukur Sitala Mandir,2025-09-28 20:00:00,Shashthi,20,22.5191703,88.3847542,8280,major,8711
Bosepukur Sitala Mandir,2025-09-28 21:00:00,Shashthi,21,22.5191703,88.3847542,8280,major,7715
Bosepukur Sitala Mandir,2025-09-28 22:00:00,Shashthi,22,22.5191703,88.3847542,8280,major,11017
Bosepukur Sitala Mandir,2025-09-28 23:00:00,Shashthi,23,22.5191703,88.3847542,8280,major,10364
Central Avenue Sarbojanin,2025-09-28 00:00:00,Shashthi,0,22.565565,88.344836,6269,local,4926
Central Avenue Sarbojanin,2025-09-28 01:00:00,Shashthi,1,22.565565,88.344836,6269,local,5518
Central Avenue Sarbojanin,2025-09-28 02:00:00,Shashthi,2,22.565565,88.344836,6269,local,5540
Central Avenue Sarbojanin,2025-09-28 03:00:00,Shashthi,3,22.565565,88.344836,6269,local,494
Central Avenue Sarbojanin,2025-09-28 04:00:00,Shashthi,4,22.565565,88.344836,6269,local,641
Central Avenue Sarbojanin,2025-09-28 05:00:00,Shashthi,5,22.565565,88.344836,6269,local,481
Central Avenue Sarbojanin,2025-09-28 06:00:00,Shashthi,6,22.565565,88.344836,6269,local,1558
Central Avenue Sarbojanin,2025-09-28 07:00:00,Shashthi,7,22.565565,88.344836,6269,local,964
Central Avenue Sarbojanin,2025-09-28 08:00:00,Shashthi,8,22.565565,88.344836,6269,local,1195
Central Avenue Sarbojanin,2025-09-28 09:00:00,Shashthi,9,22.565565,88.344836,6269,local,950
Central Avenue Sarbojanin,2025-09-28 10:00:00,Shashthi,10,22.565565,88.344836,6269,local,1578
Central Avenue Sarbojanin,2025-09-28 11:00:00,Shashthi,11,22.565565,88.344836,6269,local,1276
Central Avenue Sarbojanin,2025-09-28 12:00:00,Shashthi,12,22.565565,88.344836,6269,local,1935
Central Avenue Sarbojanin,2025-09-28 13:00:00,Shashthi,13,22.565565,88.344836,6269,local,1816
Central Avenue Sarbojanin,2025-09-28 14:00:00,Shashthi,14,22.565565,88.344836,6269,local,1945
Central Avenue Sarbojanin,2025-09-28 15:00:00,Shashthi,15,22.565565,88.344836,6269,local,1915
Central Avenue Sarbojanin,2025-09-28 16:00:00,Shashthi,16,22.565565,88.344836,6269,local,1146
Central Avenue Sarbojanin,2025-09-28 17:00:00,Shashthi,17,22.565565,88.344836,6269,local,3465
Central Avenue Sarbojanin,2025-09-28 18:00:00,Shashthi,18,22.565565,88.344836,6269,local,3062
Central Avenue Sarbojanin,2025-09-28 19:00:00,Shashthi,19,22.565565,88.344836,6269,local,3484
Central Avenue Sarbojanin,2025-09-28 20:00:00,Shashthi,20,22.565565,88.344836,6269,local,3552
Central Avenue Sarbojanin,2025-09-28 21:00:00,Shashthi,21,22.565565,88.344836,6269,local,3363
Central Avenue Sarbojanin,2025-09-28 22:00:00,Shashthi,22,22.565565,88.344836,6269,local,4670
Central Avenue Sarbojanin,2025-09-28 23:00:00,Shashthi,23,22.565565,88.344836,6269,local,4144
Chetla Agrani,2025-09-28 00:00:00,Shashthi,0,22.5164347,88.3371893,7674,local,4920
